ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
6704,S-PRESSO VXI PLUS AT,497000,24000,2020,PETROL,PEARL STARRY BLUE,AMT,5,94
6705,S-PRESSO LXI CNG,505000,25000,2020,CNG,SOLID FIRE RED,MANUAL,3,63
6706,S-PRESSO LXI CNG,497000,24000,2020,CNG,METALLIC GRAPHITE GREY,MANUAL,4,57
6707,S-PRESSO LXI CNG,527000,22000,2020,CNG,SOLID SUPERIOR WHITE ,MANUAL,5,54
6708,S-PRESSO LXI CNG,517000,13000,2020,CNG,METALLIC SILKY SILVER,MANUAL,1,69
6709,S-PRESSO LXI CNG,512000,26000,2020,CNG,SOLID SIZZLE ORANGE,MANUAL,5,84
6710,S-PRESSO LXI CNG,513000,20500,2020,CNG,PEARL STARRY BLUE,MANUAL,2,85
6711,S-PRESSO LXI CNG OPTIONAL,523000,12000,2020,CNG,SOLID FIRE RED,MANUAL,3,72
6712,S-PRESSO LXI CNG OPTIONAL,475000,25000,2020,CNG,METALLIC GRAPHITE GREY,MANUAL,4,94
6713,S-PRESSO LXI CNG OPTIONAL,477000,17000,2020,CNG,SOLID SUPERIOR WHITE ,MANUAL,5,63
6714,S-PRESSO LXI CNG OPTIONAL,525000,16000,2020,CNG,METALLIC SILKY SILVER,MANUAL,2,57
6715,S-PRESSO LXI CNG OPTIONAL,522000,13000,2020,CNG,SOLID SIZZLE ORANGE,MANUAL,4,67
6716,S-PRESSO LXI CNG OPTIONAL,523000,18000,2020,CNG,PEARL STARRY BLUE,MANUAL,5,87
6717,S-PRESSO VXI CNG,534000,24000,2020,CNG,SOLID FIRE RED,MANUAL,3,85
6718,S-PRESSO VXI CNG,547000,14000,2020,CNG,METALLIC GRAPHITE GREY,MANUAL,5,59
6719,S-PRESSO VXI CNG,547000,28000,2020,CNG,SOLID SUPERIOR WHITE ,MANUAL,3,77
6720,S-PRESSO VXI CNG,512000,25000,2020,CNG,METALLIC SILKY SILVER,MANUAL,4,64
6721,S-PRESSO VXI CNG,514000,20500,2020,CNG,SOLID SIZZLE ORANGE,MANUAL,5,54
6722,S-PRESSO VXI CNG,527000,23000,2020,CNG,PEARL STARRY BLUE,MANUAL,1,85
6723,S-PRESSO VXI CNG OPTIONAL,532000,25000,2020,CNG,SOLID FIRE RED,MANUAL,5,64
6724,S-PRESSO VXI CNG OPTIONAL,547000,29000,2020,CNG,METALLIC GRAPHITE GREY,MANUAL,2,79
6725,S-PRESSO VXI CNG OPTIONAL,542000,19000,2020,CNG,SOLID SUPERIOR WHITE ,MANUAL,3,82
6726,S-PRESSO VXI CNG OPTIONAL,577000,13000,2020,CNG,METALLIC SILKY SILVER,MANUAL,4,76
6727,S-PRESSO VXI CNG OPTIONAL,572000,13000,2020,CNG,SOLID SIZZLE ORANGE,MANUAL,5,83
6728,S-PRESSO VXI CNG OPTIONAL,515000,23000,2020,CNG,PEARL STARRY BLUE,MANUAL,5,81
6729, EECO 5 SEATER STD,298000,19000,2015,PETROL,METALLIC GLISTENING GREY,MANUAL,4,91
6730, EECO 5 SEATER STD,212000,59000,2010,PETROL,METALLIC SILKY SILVER,MANUAL,3,54
6731, EECO 5 SEATER STD,222000,67000,2013,PETROL,PEARL MIDNIGHT BLACK,MANUAL,2,84
6732, EECO 5 SEATER STD,233000,49000,2015,PETROL,SOLID WHITE,MANUAL,5,59
6733, EECO 5 SEATER STD,242000,40000,2016,PETROL,CERULEAN BLUE,MANUAL,4,64
6734,EECO 7 SEATER STD,312000,18000,2020,PETROL,METALLIC GLISTENING GREY,MANUAL,2,71
6735,EECO 7 SEATER STD,237000,47000,2015,PETROL,METALLIC SILKY SILVER,MANUAL,3,54
6736,EECO 7 SEATER STD,298000,19000,2019,PETROL,PEARL MIDNIGHT BLACK,MANUAL,5,69
6737,EECO 7 SEATER STD,232000,50000,2014,PETROL,SOLID WHITE,MANUAL,4,64
6738,EECO 7 SEATER STD,312000,18000,2020,PETROL,CERULEAN BLUE,MANUAL,3,67
6739,EECO 5 SEATER AC,217000,76000,2012,PETROL,METALLIC GLISTENING GREY,MANUAL,5,54
6740,EECO 5 SEATER AC,292000,25000,2018,PETROL,METALLIC SILKY SILVER,MANUAL,3,77
6741,EECO 5 SEATER AC,230000,34000,2017,PETROL,PEARL MIDNIGHT BLACK,MANUAL,4,52
6742,EECO 5 SEATER AC,214000,74000,2011,PETROL,SOLID WHITE,MANUAL,3,91
6743,EECO 5 SEATER AC,212000,16000,2016,CNG,CERULEAN BLUE,MANUAL,5,64
6744,EECO CNG 5 SEATER AC,222000,73000,2014,CNG,METALLIC GLISTENING GREY,MANUAL,2,62
6745,EECO CNG 5 SEATER AC,213000,78000,2010,CNG,METALLIC SILKY SILVER,MANUAL,4,51
6746,EECO CNG 5 SEATER AC,218000,20000,2018,CNG,PEARL MIDNIGHT BLACK,MANUAL,5,59
6747,EECO CNG 5 SEATER AC,347000,16000,2019,CNG,SOLID WHITE,MANUAL,2,86
6748,EECO CNG 5 SEATER AC,226000,50000,2013,CNG,CERULEAN BLUE,MANUAL,4,72
6749, S CROSS SIGMA,877000,17000,2018,PETROL,PEARL ARCTIC WHITE,MANUAL,5,58
6750, S CROSS SIGMA,878000,12000,2020,PETROL,CAFFEINE BROWN,MANUAL,2,90
6751, S CROSS SIGMA,792000,15000,2019,PETROL,GRANITE GREY,MANUAL,4,74
6752, S CROSS SIGMA,787000,33000,2017,PETROL,NEXA BLUE,MANUAL,5,55
6753, S CROSS SIGMA,847000,18000,2019,PETROL,PREMIUM SILVER ,MANUAL,3,64
6754,S CROSS ZETA,852000,30000,2017,PETROL,PEARL ARCTIC WHITE,MANUAL,5,52
6755,S CROSS ZETA,912000,25000,2018,PETROL,CAFFEINE BROWN,MANUAL,3,68
6756,S CROSS ZETA,922000,21000,2019,PETROL,GRANITE GREY,MANUAL,4,45
6757,S CROSS ZETA,877000,12000,2017,PETROL,NEXA BLUE,MANUAL,3,71
6758,S CROSS ZETA,892000,26000,2018,PETROL,PREMIUM SILVER ,MANUAL,4,54
6759,S CROSS DELTA,877000,20000,2019,PETROL,PEARL ARCTIC WHITE,MANUAL,5,69
6760,S CROSS DELTA,842000,27000,2017,PETROL,CAFFEINE BROWN,MANUAL,5,64
6761,S CROSS DELTA,857000,22000,2018,PETROL,GRANITE GREY,MANUAL,4,67
6762,S CROSS DELTA,927000,16000,2020,PETROL,NEXA BLUE,MANUAL,3,54
6763,S CROSS DELTA,852000,25000,2019,PETROL,PREMIUM SILVER ,MANUAL,4,77
6764,S CROSS DELTA AT,1100000,35000,2017,PETROL,PEARL ARCTIC WHITE,AMT,3,52
6765,S CROSS DELTA AT,1157000,26000,2019,PETROL,CAFFEINE BROWN,AMT,5,91
6766,S CROSS DELTA AT,1147000,14000,2020,PETROL,GRANITE GREY,AMT,2,64
6767,S CROSS DELTA AT,1122000,26000,2018,PETROL,NEXA BLUE,AMT,4,62
6768,S CROSS DELTA AT,1192000,18000,2020,PETROL,PREMIUM SILVER ,AMT,5,51
6769,S CROSS ALPHA,1157000,26000,2019,PETROL,PEARL ARCTIC WHITE,MANUAL,2,59
6770,S CROSS ALPHA,1122000,30000,2017,PETROL,CAFFEINE BROWN,MANUAL,4,86
6771,S CROSS ALPHA,1146000,20000,2018,PETROL,GRANITE GREY,MANUAL,5,72
6772,S CROSS ALPHA,1176000,14000,2019,PETROL,NEXA BLUE,MANUAL,2,58
6773,S CROSS ALPHA,1177000,30000,2019,PETROL,PREMIUM SILVER ,MANUAL,4,90
6774,S CROSS ZETA AT,1152000,16000,2020,PETROL,PEARL ARCTIC WHITE,AMT,5,74
6775,S CROSS ZETA AT,1086000,26000,2018,PETROL,CAFFEINE BROWN,AMT,3,55
6776,S CROSS ZETA AT,1187000,17000,2020,PETROL,GRANITE GREY,AMT,5,64
6777,S CROSS ZETA AT,1114000,15000,2019,PETROL,NEXA BLUE,AMT,3,52
6778,S CROSS ZETA AT,1088000,25000,2018,PETROL,PREMIUM SILVER ,AMT,4,68
6779,S CROSS ALPHA AT,1200000,25000,2018,PETROL,PEARL ARCTIC WHITE,AMT,3,52
6780,S CROSS ALPHA AT,1187000,32000,2017,PETROL,CAFFEINE BROWN,AMT,5,91
6781,S CROSS ALPHA AT,1284000,17000,2018,PETROL,GRANITE GREY,AMT,3,64
6782,S CROSS ALPHA AT,1192000,14000,2020,PETROL,NEXA BLUE,AMT,4,62
6783,S CROSS ALPHA AT,1237000,18500,2018,PETROL,PREMIUM SILVER ,AMT,5,51
6784, XL6 ZETA,1011000,29000,2020,PETROL,ARTIC WHITE,MANUAL,1,59
6785, XL6 ZETA,1014000,18000,2019,PETROL,BRAVE KHAKI,MANUAL,5,86
6786, XL6 ZETA,1015000,22000,2020,PETROL,MAGMA GREY,MANUAL,2,72
6787, XL6 ZETA,1050000,23000,2019,PETROL,AUBURN RED,MANUAL,3,58
6788, XL6 ZETA,1013000,29000,2019,PETROL,NEXA BLUE,MANUAL,4,90
6789, XL6 ZETA,1106000,20000,2020,PETROL,PREMIUM SILVER,MANUAL,5,74
6790,XL6 ALPHA,1062000,20000,2019,PETROL,ARTIC WHITE,MANUAL,2,55
6791,XL6 ALPHA,1127000,16000,2020,PETROL,BRAVE KHAKI,MANUAL,4,64
6792,XL6 ALPHA,1076000,23000,2020,PETROL,MAGMA GREY,MANUAL,5,52
6793,XL6 ALPHA,1057000,25000,2019,PETROL,AUBURN RED,MANUAL,3,68
6794,XL6 ALPHA,1211000,12000,2020,PETROL,NEXA BLUE,MANUAL,5,45
6795,XL6 ALPHA,1058000,24000,2019,PETROL,PREMIUM SILVER,MANUAL,3,71
6796,XL6 ZETA AT,1153000,24000,2019,PETROL,ARTIC WHITE,AMT,4,54
6797,XL6 ZETA AT,1292000,14000,2020,PETROL,BRAVE KHAKI,AMT,5,69
6798,XL6 ZETA AT,1172000,25000,2019,PETROL,MAGMA GREY,AMT,1,64
6799,XL6 ZETA AT,1160000,26000,2019,PETROL,AUBURN RED,AMT,5,67
6800,XL6 ZETA AT,1142000,23000,2019,PETROL,NEXA BLUE,AMT,2,54
6801,XL6 ZETA AT,1283000,13000,2020,PETROL,PREMIUM SILVER,AMT,3,77
6802,XL6 ALPHA AT,1387000,16000,2020,PETROL,ARTIC WHITE,AMT,4,52
6803,XL6 ALPHA AT,1378000,23000,2019,PETROL,BRAVE KHAKI,AMT,5,91
6804,XL6 ALPHA AT,1377000,19000,2020,PETROL,MAGMA GREY,AMT,5,64
6805,XL6 ALPHA AT,1089000,16500,2019,PETROL,AUBURN RED,AMT,4,62
6806,XL6 ALPHA AT,1376000,28000,2019,PETROL,NEXA BLUE,AMT,3,51
6807,XL6 ALPHA AT,1352000,26000,2019,PETROL,PREMIUM SILVER,AMT,2,59
6808,ALTO STD,205000,31000,2018,PETROL,SOLID WHITE,MANUAL,5,58
6809,ALTO STD,113000,17000,2010,PETROL,SILKY SILVER,MANUAL,4,90
6810,ALTO STD,106000,19000,2019,PETROL,GRANITE GREY,MANUAL,2,74
6811,ALTO STD,142000,67000,2013,PETROL,MOJITO GREEN,MANUAL,3,55
6812,ALTO STD,227000,77000,2011,PETROL,CERULIAN BLUE,MANUAL,5,64
6813,ALTO STD,153000,57000,2016,PETROL,UPTOWN RED,MANUAL,4,52
6814,ALTO STD OPTION,247000,48000,2017,PETROL,SOLID WHITE,MANUAL,3,68
6815,ALTO STD OPTION,233000,23000,2018,PETROL,SILKY SILVER,MANUAL,5,52
6816,ALTO STD OPTION,257000,19000,2020,PETROL,GRANITE GREY,MANUAL,3,91
6817,ALTO STD OPTION,217000,27000,2017,PETROL,MOJITO GREEN,MANUAL,4,64
6818,ALTO STD OPTION,206000,47000,2015,PETROL,CERULIAN BLUE,MANUAL,3,62
6819,ALTO STD OPTION,232000,24000,2018,PETROL,UPTOWN RED,MANUAL,5,51
6820,ALTO LXI,193000,77000,2010,PETROL,SOLID WHITE,MANUAL,2,59
6821,ALTO LXI,208000,77000,2011,PETROL,SILKY SILVER,MANUAL,4,86
6822,ALTO LXI,278000,34000,2015,PETROL,GRANITE GREY,MANUAL,5,72
6823,ALTO LXI,253000,27000,2018,PETROL,MOJITO GREEN,MANUAL,2,58
6824,ALTO LXI,228000,39000,2017,PETROL,CERULIAN BLUE,MANUAL,4,90
6825,ALTO LXI,317000,18000,2020,PETROL,UPTOWN RED,MANUAL,5,74
6826,ALTO LXI OPTION,208000,16000,2020,PETROL,SOLID WHITE,MANUAL,2,55
6827,ALTO LXI OPTION,206000,17000,2019,PETROL,SILKY SILVER,MANUAL,4,64
6828,ALTO LXI OPTION,223000,24000,2017,PETROL,GRANITE GREY,MANUAL,5,52
6829,ALTO LXI OPTION,188000,57000,2015,PETROL,MOJITO GREEN,MANUAL,3,68
6830,ALTO LXI OPTION,178000,66000,2013,PETROL,CERULIAN BLUE,MANUAL,5,45
6831,ALTO LXI OPTION,134000,84000,2009,PETROL,UPTOWN RED,MANUAL,3,71
6832,ALTO VXI,208000,68000,2014,PETROL,SOLID WHITE,MANUAL,4,54
6833,ALTO VXI,314000,16000,2020,PETROL,SILKY SILVER,MANUAL,5,69
6834,ALTO VXI,212000,57000,2014,PETROL,GRANITE GREY,MANUAL,3,64
6835,ALTO VXI,219000,66000,2013,PETROL,MOJITO GREEN,MANUAL,4,67
6836,ALTO VXI,194000,68000,2010,PETROL,CERULIAN BLUE,MANUAL,5,90
6837,ALTO VXI,154000,87000,2009,PETROL,UPTOWN RED,MANUAL,1,74
6838,ALTO VXI PLUS,188000,44000,2014,PETROL,SOLID WHITE,MANUAL,5,55
6839,ALTO VXI PLUS,224000,28000,2016,PETROL,SILKY SILVER,MANUAL,2,64
6840,ALTO VXI PLUS,222000,29000,2015,PETROL,GRANITE GREY,MANUAL,3,52
6841,ALTO VXI PLUS,221000,19000,2014,PETROL,MOJITO GREEN,MANUAL,4,68
6842,ALTO VXI PLUS,212000,77000,2013,PETROL,CERULIAN BLUE,MANUAL,5,45
6843,ALTO VXI PLUS,254000,79000,2015,PETROL,UPTOWN RED,MANUAL,2,71
6844,ALTO LXI (O) CNG,224000,46000,2011,CNG,SOLID WHITE,MANUAL,4,54
6845,ALTO LXI (O) CNG,194000,80500,2009,CNG,SILKY SILVER,MANUAL,5,69
6846,ALTO LXI (O) CNG,384000,17000,2020,CNG,GRANITE GREY,MANUAL,3,64
6847,ALTO LXI (O) CNG,219000,79000,2014,CNG,MOJITO GREEN,MANUAL,5,67
6848,ALTO LXI (O) CNG,254000,79000,2015,CNG,CERULIAN BLUE,MANUAL,3,54
6849,ALTO LXI (O) CNG,197000,83000,2009,CNG,UPTOWN RED,MANUAL,4,77
6850,ALTO LXI CNG,194000,40000,2016,CNG,SOLID WHITE,MANUAL,5,52
6851,ALTO LXI CNG,213000,68000,2013,CNG,SILKY SILVER,MANUAL,1,91
6852,ALTO LXI CNG,314000,17000,2019,CNG,GRANITE GREY,MANUAL,5,64
6853,ALTO LXI CNG,223000,34000,2016,CNG,MOJITO GREEN,MANUAL,2,62
6854,ALTO LXI CNG,155000,87000,2009,CNG,CERULIAN BLUE,MANUAL,3,51
6855,ALTO LXI CNG,228000,37000,2016,CNG,UPTOWN RED,MANUAL,4,59
6856,ALTO K10 LXI,268000,55000,204,PETROL,TANGO ORANGE,MANUAL,5,58
6857,ALTO K10 LXI,213000,35000,2019,PETROL,CERULIAN BLUE,MANUAL,5,90
6858,ALTO K10 LXI,233000,34000,2017,PETROL,SUPERIOR WHITE,MANUAL,4,74
6859,ALTO K10 LXI,233000,34000,2107,PETROL,GRANITE GREY,MANUAL,3,55
6860,ALTO K10 LXI,228000,45000,2018,PETROL,FIRE BRIC RED,MANUAL,2,64
6861,ALTO K10 LXI,244000,49000,2018,PETROL,SILKY SILVER,MANUAL,5,52
6862,ALTO K10 LXI,189000,69000,2014,PETROL,SOLID WHITE,MANUAL,4,68
6863,ALTO K10 VXI,208000,41000,2017,PETROL,SILKY SILVER,MANUAL,2,52
6864,ALTO K10 VXI,228000,45000,2018,PETROL,TANGO ORANGE,MANUAL,3,91
6865,ALTO K10 VXI,214000,35000,2015,PETROL,GRANITE GREY,MANUAL,5,64
6866,ALTO K10 VXI,224000,37000,2017,PETROL,FIRE BRICK RED,MANUAL,4,62
6867,ALTO K10 VXI,219000,30000,2019,PETROL,SUPERIOR WHITE,MANUAL,3,51
6868,ALTO K10 LX,312000,19000,2020,PETROL,SILKY SILVER,MANUAL,5,59
6869,ALTO K10 LX,107000,48000,2015,PETROL,TANGO ORANGE,MANUAL,3,86
6870,ALTO K10 LX,254000,77000,2018,PETROL,GRANITE GREY,MANUAL,4,72
6871,ALTO K10 LX,284000,18000,2020,PETROL,FIRE BRICK RED,MANUAL,3,58
6872,ALTO K10 LX,234000,34000,2017,PETROL,SUPERIOR WHITE,MANUAL,5,90
6873,ALTO K10 VXI OPT,225000,25000,2018,PETROL,SILKY SILVER,MANUAL,2,74
6874,ALTO K10 VXI OPT,225000,40000,2017,PETROL,TANGO ORANGE,MANUAL,4,55
6875,ALTO K10 VXI OPT,207000,54000,2016,PETROL,GRANITE GREY,MANUAL,5,47
6876,ALTO K10 VXI OPT,219000,38000,2017,PETROL,FIRE BRICK RED,MANUAL,2,65
6877,ALTO K10 VXI OPT,199000,64000,2014,CNG,SUPERIOR WHITE,MANUAL,4,42
6878,ALTO K10 LXI CNG,184000,68000,2016,CNG,SILKY SILVER,MANUAL,5,86
6879,ALTO K10 LXI CNG,194000,54000,2015,CNG,TANGO ORANGE,MANUAL,2,94
6880,ALTO K10 LXI CNG,207000,56000,2016,CNG,GRANITE GREY,MANUAL,4,75
6881,ALTO K10 LXI CNG,355000,18000,2020,CNG,FIRE BRICK RED,MANUAL,5,66
6882,ALTO K10 LXI CNG,234000,26000,2019,PETROL,SUPERIOR WHITE,AMT,3,53
6883,ALTO K10 VXI AMT,312000,34000,2019,PETROL,SILKY SILVER,AMT,5,64
6884,ALTO K 10 VXI AMT,199000,54000,2015,PETROL,TANGO ORANGE,AMT,3,58
6885,ALTO K10 VXI AMT,234000,26000,2019,PETROL,GRANITE GREY,AMT,4,64
6886,ALTO K10 VXI AMT,398000,17000,2020,PETROL,FIRE BRICK RED,AMT,3,57
6887,ALTO K10 VXI AMT,208000,56000,2015,PETROL,SUPERIOR WHITE,AMT,4,59
6888,KWID STD,125000,78000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,5,46
6889,KWID STD,255000,51000,2019,PETROL,ELECTRIC BLUE,MANUAL,5,58
6890,KWID STD,215000,64000,2018,PETROL,FIERY RED,MANUAL,4,76
6891,KWID STD,145000,74000,2016,PETROL,MOONLIGHT SILVER ,MANUAL,3,94
6892,KWID STD,285000,37000,2020,PETROL,ZANSKAR BLUE,MANUAL,4,53
6893,KWID STD,175000,66000,2017,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,3,64
6894,KWID STD,245000,53000,2019,PETROL,OUTBACK BRONZE,MANUAL,5,51
6895,KWID STD,155000,65000,2017,PETROL,COOL WHITE,MANUAL,2,64
6896,KWID RXE ,315000,46000,2020,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,53
6897,KWID RXE ,285000,51000,2019,PETROL,ELECTRIC BLUE,MANUAL,5,42
6898,KWID RXE ,275000,68000,2017,PETROL,FIERY RED,MANUAL,2,86
6899,KWID RXE ,315000,64000,2018,PETROL,MOONLIGHT SILVER ,MANUAL,4,42
6900,KWID RXE ,245000,70000,2016,PETROL,ZANSKAR BLUE,MANUAL,5,59
6901,KWID RXE ,225000,71000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,2,43
6902,KWID RXE ,325000,42000,2020,PETROL,OUTBACK BRONZE,MANUAL,4,56
6903,KWID RXE ,350000,63000,2018,PETROL,COOL WHITE,MANUAL,5,58
6904,KWID NEOTECH,415000,47000,2019,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,3,75
6905,KWID NEOTECH,245000,73000,2015,PETROL,ELECTRIC BLUE,MANUAL,5,79
6906,KWID NEOTECH,315000,58000,2017,PETROL,FIERY RED,MANUAL,3,56
6907,KWID NEOTECH,425000,44000,2020,PETROL,MOONLIGHT SILVER ,MANUAL,4,86
6908,KWID NEOTECH,275000,71000,2016,PETROL,ZANSKAR BLUE,MANUAL,3,45
6909,KWID NEOTECH,375000,60000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,78
6910,KWID NEOTECH,345000,64000,2017,PETROL,OUTBACK BRONZE,MANUAL,3,89
6911,KWID NEOTECH,445000,32000,2020,PETROL,COOL WHITE,MANUAL,4,98
6912,KWID RXL,375000,51000,2019,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,5,86
6913,KWID RXL,385000,48000,2020,PETROL,ELECTRIC BLUE,MANUAL,1,65
6914,KWID RXL,325000,69000,2017,PETROL,FIERY RED,MANUAL,5,57
6915,KWID RXL,275000,72000,2016,PETROL,MOONLIGHT SILVER ,MANUAL,2,52
6916,KWID RXL,345000,65000,2018,PETROL,ZANSKAR BLUE,MANUAL,3,68
6917,KWID RXL,245000,76000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,4,45
6918,KWID RXL,390000,45000,2020,PETROL,OUTBACK BRONZE,MANUAL,5,71
6919,KWID RXL,355000,59000,2018,PETROL,COOL WHITE,MANUAL,2,54
6920,KWID 1.0 NEOTECH,275000,73000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,69
6921,KWID 1.0 NEOTECH,315000,64000,2017,PETROL,ELECTRIC BLUE,MANUAL,5,64
6922,KWID 1.0 NEOTECH,425000,43000,2020,PETROL,FIERY RED,MANUAL,3,67
6923,KWID 1.0 NEOTECH,345000,52000,2018,PETROL,MOONLIGHT SILVER ,MANUAL,5,90
6924,KWID 1.0 NEOTECH,375000,50000,2019,PETROL,ZANSKAR BLUE,MANUAL,3,74
6925,KWID 1.0 NEOTECH,255000,76000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,4,55
6926,KWID 1.0 NEOTECH,285000,62000,2017,PETROL,OUTBACK BRONZE,MANUAL,5,64
6927,KWID 1.0 NEOTECH,450000,39000,2020,PETROL,COOL WHITE,MANUAL,1,52
6928,KWID 1.0 RXL,225000,78000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,5,68
6929,KWID 1.0 RXL,275000,65000,2017,PETROL,ELECTRIC BLUE,MANUAL,2,45
6930,KWID 1.0 RXL,345000,61000,2019,PETROL,FIERY RED,MANUAL,3,71
6931,KWID 1.0 RXL,415000,37000,2020,PETROL,MOONLIGHT SILVER ,MANUAL,4,54
6932,KWID 1.0 RXL,245000,74000,2016,PETROL,ZANSKAR BLUE,MANUAL,5,69
6933,KWID 1.0 RXL,315000,61000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,64
6934,KWID 1.0 RXL,370000,58000,2019,PETROL,OUTBACK BRONZE,MANUAL,4,67
6935,KWID 1.0 RXL,385000,49000,2020,PETROL,COOL WHITE,MANUAL,3,54
6936,KWID RXT,245000,72000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,2,77
6937,KWID RXT,375000,49000,2020,PETROL,ELECTRIC BLUE,MANUAL,5,52
6938,KWID RXT,315000,67000,2017,PETROL,FIERY RED,MANUAL,4,91
6939,KWID RXT,325000,64000,2018,PETROL,MOONLIGHT SILVER ,MANUAL,2,64
6940,KWID RXT,355000,55000,2019,PETROL,ZANSKAR BLUE,MANUAL,3,62
6941,KWID RXT,225000,83000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,51
6942,KWID RXT,275000,78000,2016,PETROL,OUTBACK BRONZE,MANUAL,4,59
6943,KWID RXT,425000,38000,2020,PETROL,COOL WHITE,MANUAL,3,58
6944,KWID 1.0 NEOTECH AMT,275000,79000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,90
6945,KWID 1.0 NEOTECH AMT,315000,73000,2017,PETROL,ELECTRIC BLUE,AMT,3,74
6946,KWID 1.0 NEOTECH AMT,425000,51000,2019,PETROL,FIERY RED,AMT,4,55
6947,KWID 1.0 NEOTECH AMT,245000,81000,2015,PETROL,MOONLIGHT SILVER ,AMT,3,64
6948,KWID 1.0 NEOTECH AMT,415000,54000,2019,PETROL,ZANSKAR BLUE,AMT,5,52
6949,KWID 1.0 NEOTECH AMT,355000,61000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,2,45
6950,KWID 1.0 NEOTECH AMT,455000,31000,2020,PETROL,OUTBACK BRONZE,AMT,4,71
6951,KWID 1.0 NEOTECH AMT,325000,68000,2017,PETROL,COOL WHITE,AMT,5,54
6952,KWID 1.0 RXL AMT,250000,77000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,2,69
6953,KWID 1.0 RXL AMT,275000,76000,2016,PETROL,ELECTRIC BLUE,AMT,4,64
6954,KWID 1.0 RXL AMT,375000,51000,2019,PETROL,FIERY RED,AMT,5,67
6955,KWID 1.0 RXL AMT,315000,64000,2017,PETROL,MOONLIGHT SILVER ,AMT,2,54
6956,KWID 1.0 RXL AMT,345000,58000,2018,PETROL,ZANSKAR BLUE,AMT,4,77
6957,KWID 1.0 RXL AMT,425000,32000,2020,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,5,52
6958,KWID 1.0 RXL AMT,355000,56000,2019,PETROL,OUTBACK BRONZE,AMT,3,91
6959,KWID 1.0 RXL AMT,415000,48000,2020,PETROL,COOL WHITE,AMT,5,64
6960,KWID 1.0 RXL OPT,245000,82000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,3,62
6961,KWID 1.0 RXL OPT,285000,68000,2017,PETROL,ELECTRIC BLUE,MANUAL,4,51
6962,KWID 1.0 RXL OPT,345000,54000,2019,PETROL,FIERY RED,MANUAL,3,59
6963,KWID 1.0 RXL OPT,445000,37000,2020,PETROL,MOONLIGHT SILVER ,MANUAL,4,58
6964,KWID 1.0 RXL OPT,265000,78000,2016,PETROL,ZANSKAR BLUE,MANUAL,5,90
6965,KWID 1.0 RXL OPT,315000,61000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,74
6966,KWID 1.0 RXL OPT,275000,73000,2017,PETROL,OUTBACK BRONZE,MANUAL,4,55
6967,KWID 1.0 RXL OPT,420000,46000,2020,PETROL,COOL WHITE,MANUAL,3,64
6968,KWID CLIMBER 1.0 MT OPT,255000,73000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,52
6969,KWID CLIMBER 1.0 MT OPT,275000,70000,2017,PETROL,ELECTRIC BLUE,MANUAL,3,68
6970,KWID CLIMBER 1.0 MT OPT,375000,57000,2019,PETROL,FIERY RED,MANUAL,5,52
6971,KWID CLIMBER 1.0 MT OPT,315000,64000,2018,PETROL,MOONLIGHT SILVER ,MANUAL,2,91
6972,KWID CLIMBER 1.0 MT OPT,245000,76000,2015,PETROL,ZANSKAR BLUE,MANUAL,4,64
6973,KWID CLIMBER 1.0 MT OPT,325000,68000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,62
6974,KWID CLIMBER 1.0 MT OPT,355000,65000,2019,PETROL,OUTBACK BRONZE,MANUAL,2,51
6975,KWID CLIMBER 1.0 MT OPT,425000,45000,2020,PETROL,COOL WHITE,MANUAL,4,59
