MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,BHP,VEHICLE TYPE,CC,DOORS,CYLINDER,GEAR,WEIGHT,ABS,AIRBAGS,CD PLAYER,CENTRAL LOCK,POWER WINDOW,POWER STEERING,MISTLAMPS,BACK SEAT DIVIDER,ALLOY WHEELS,MFG MONTH
266,231000,21000,2018,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
440,251000,25000,2018,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
440,226000,37000,2017,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,0VEMBER
440,191000,76000,2010,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
440,205000,77000,2011,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,APRIL
440,276000,33000,2015,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,SEPTEMBER
440,315000,16000,2020,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JANUARY
267,186000,55000,2015,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,APRIL
267,176000,65000,2013,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,MAY
267,206000,14000,2020,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
267,200000,15000,2019,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,MAY
267,221000,22000,2017,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JUNE
267,132000,82000,2009,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,0VEMBER
441,312000,14000,2020,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
441,210000,55000,2014,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
441,217000,64000,2013,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,MARCH
441,192000,66000,2010,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
441,152000,86000,2009,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JANUARY
441,205000,66000,2014,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JUNE
313,216000,27000,2015,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,SEPTEMBER
313,210000,17500,2013,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
313,196000,42000,2014,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,0VEMBER
313,222000,26000,2016,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
313,220000,27000,2015,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
313,210000,75000,2013,1,47,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JANUARY
218,192000,79000,2009,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,MAY
218,217000,77000,2014,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,AUGUST
218,222000,44000,2011,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,APRIL
218,197000,78000,2009,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
218,382000,15000,2020,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JUNE
218,252000,77000,2015,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,AUGUST
338,153000,85000,2009,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,FEBRUARY
338,226000,35000,2016,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,SEPTEMBER
338,192000,38000,2016,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JUNE
338,210000,66000,2013,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,MAY
338,312000,15000,2019,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,AUGUST
338,221000,33000,2016,1,40,1,796,5,4,5,750,1,1,1,1,1,1,1,0,0,JULY
339,187000,67000,2014,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,MARACH
339,226000,34000,2017,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JANUARY
339,305000,33000,2019,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,SEPTEMBER
339,242000,46000,2018,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,MAY
339,266000,53000,2014,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
339,210000,33000,2019,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,DECEMBER
339,231000,32000,2017,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,0VEMBER
340,205000,39000,2016,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,AUGUST
340,212000,33000,2015,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,APRIL
340,222000,35000,2017,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,MAY
340,217000,28000,2019,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JANUARY
340,226000,44500,2018,1,68,1,998,5,3,5,750,1,1,1,1,0,0,1,0,0,MAY
368,107000,46000,2015,1,68,1,998,5,3,5,750,1,1,1,1,0,0,1,0,0,APRIL
368,310000,17000,2020,1,68,1,998,5,3,5,750,1,1,1,1,0,0,1,0,0,FEBRUARY
368,232000,32000,2017,1,68,1,998,5,3,5,750,1,1,1,1,0,0,1,0,0,AUGUST
368,282000,16000,2020,1,68,1,998,5,3,5,750,1,1,1,1,0,0,1,0,0,JANUARY
368,252000,75000,2018,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
219,205000,52000,2016,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,MAY
219,223000,23000,2018,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JULY
219,213000,38000,2017,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,DECEMBER
219,217000,36000,2017,1,68,1,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JULY
219,197000,62000,2014,1,68,1,998,5,3,5,750,1,1,1,1,0,1,1,0,0,FEBRUARY
220,232000,24000,2019,1,59,1,998,5,3,5,750,1,1,1,1,0,1,1,0,0,JANUARY
220,192000,52000,2015,1,59,1,998,5,3,5,750,1,1,1,1,0,1,1,0,0,SEPTEMBER
220,206000,54000,2016,1,59,1,998,5,3,5,750,1,1,1,1,0,1,1,0,0,MAY
220,352000,16000,2020,1,59,1,998,5,3,5,750,1,1,1,1,0,1,1,0,0,FEBRUARY
220,182000,66000,2016,1,59,0,998,5,3,5,750,1,1,1,1,0,1,1,0,0,JANUARY
221,205000,54000,2015,1,68,0,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JUNE
221,395000,15000,2020,1,68,0,998,5,3,5,750,1,1,1,1,1,1,1,0,0,AUGUST
221,312000,36000,2017,1,68,0,998,5,3,5,750,1,1,1,1,1,1,1,0,0,OCTOBER
221,310000,32000,2019,1,68,0,998,5,3,5,750,1,1,1,1,1,1,1,0,0,0VEMBER
221,197000,52000,2015,1,68,0,998,5,3,5,750,1,1,1,1,1,1,1,0,0,JULY
412,471000,33000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,FEBRUARY
412,251000,49000,2013,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JUNE
412,246000,63000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,MAY
412,226000,79000,2010,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JULY
412,212000,32000,2009,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JANUARY
412,217000,76000,2005,1,82,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,MARCH
413,236000,81000,2007,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
413,241000,76000,2011,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
413,231000,85000,2010,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
413,227000,86000,2009,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
413,191000,85000,2006,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,AUGUST
413,316000,83000,2013,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
305,313000,75000,2012,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
305,238000,73000,2008,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
305,246000,77000,2011,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
305,224000,84000,2009,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
305,216000,80000,2007,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
305,346000,83000,2012,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
414,239000,82000,2007,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,0VEMBER
414,237000,91000,2005,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JUNE
414,592000,62000,2014,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
414,605000,46000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JANUARY
414,416000,72000,2013,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,APRIL
414,613000,33000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,SEPTEMBER
306,492000,62000,2014,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
306,651000,24000,2019,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,0VEMBER
306,676000,33000,2020,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
306,482000,73000,2013,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MAY
306,421000,82000,2009,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JANUARY
306,281000,86000,2005,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MARCH
290,576000,35000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,0VEMBER
290,310000,87000,2008,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,DECEMBER
290,577000,92000,2006,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,FEBRUARY
290,651000,34000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JANUARY
290,591000,52000,2015,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MAY
290,316000,84000,2008,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,APRIL
183,412000,66000,2009,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JUNE
183,676000,16000,2020,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,0VEMBER
183,511000,51000,2010,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JUNE
183,651000,39000,2017,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,APRIL
183,410000,65000,2009,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,AUGUST
183,476000,82000,2013,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
415,526000,13000,2020,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JUNE
415,476000,17000,2019,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,APRIL
415,392000,52000,2015,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JUNE
415,221000,76000,2009,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JULY
415,236000,88000,2011,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,0VEMBER
415,211000,85000,2008,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,APRIL
416,426000,53000,2015,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,MAY
416,481000,36000,2018,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,JANUARY
416,251000,55000,2016,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,FEBRUARY
416,231000,75000,2010,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,0VEMBER
416,246000,56000,2009,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,OCTOBER
416,376000,33000,2017,1,89,1,1197,5,4,5,1300,1,1,1,1,0,1,1,0,0,APRIL
327,361000,55000,2010,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
327,326000,62000,2008,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
327,675000,65000,2014,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,APRIL
327,676000,32000,2019,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
327,592000,46000,2017,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
327,576000,66000,2013,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,AUGUST
417,712000,16000,2020,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
417,691000,17000,2019,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
417,651000,62000,2014,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
417,510000,67000,2010,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
417,516000,66000,2011,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
417,416000,76000,2019,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
328,405000,61000,2010,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
328,376000,66000,2009,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
328,671000,46000,2016,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
328,512000,45500,2013,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
328,776000,25000,2018,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
328,651000,52000,2015,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
291,426000,71000,2009,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
291,416000,73000,2008,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
291,751000,23000,2017,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
291,776000,16000,2019,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
291,611000,56000,2011,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
291,631000,76000,2014,1,89,1,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
194,476000,66000,2019,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
194,451000,53000,2012,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
194,462000,45000,2013,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
194,471000,26000,2017,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
194,732000,24000,2018,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
194,592000,66000,2011,1,89,0,1197,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
358,321000,46000,2014,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
358,416000,16000,2020,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
358,326000,46000,2015,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
358,352000,26000,2017,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
358,276000,42000,2015,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
358,391000,22000,2018,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
251,351000,16000,2018,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
251,271000,42000,2014,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
251,276000,31000,2016,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
251,286000,36000,2015,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
251,351000,31000,2017,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
251,412000,17000,2019,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
359,411000,18500,2019,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
359,226000,46000,2014,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
359,342000,36000,2015,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
359,271000,16000,2010,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
359,405000,17000,2019,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
359,421000,31000,2016,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
252,476000,15000,2020,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
252,326000,46000,2016,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
252,451000,17000,2019,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
252,476000,23000,2018,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
252,276000,38000,2015,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
252,351000,37000,2016,1,68,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
253,316000,43000,2014,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
253,481000,21000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
253,361000,27000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
253,477000,24000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
253,356000,38000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
253,476000,24000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
164,353000,38000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
164,341000,46000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
164,321000,56000,2015,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
164,476000,17000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
164,310000,35000,2014,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
164,482000,13000,2020,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
254,477000,20000,2019,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
254,426000,25000,2018,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
254,476000,15000,2019,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
254,516000,16000,2020,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
254,292000,52000,2015,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
254,276000,49000,2014,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
165,341000,47000,2014,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
165,372000,28000,2017,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
165,369000,45000,2015,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
165,491000,14000,2019,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
165,362000,42000,2016,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,MAY
165,376000,53000,2015,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,MARCH
255,391000,61000,2014,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
255,453000,23000,2018,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
255,432000,32000,2018,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,MAY
255,426000,41000,2016,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,AUGUST
255,522000,12000,2020,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,APRIL
255,452000,22000,2018,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
166,392000,34000,2017,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
166,446000,15000,2019,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
166,510000,14000,2020,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
166,422000,22000,2018,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
166,376000,51000,2015,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
166,386000,42000,2016,1,68,0,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
87,373000,58000,2015,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
87,416000,33000,2017,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
87,526000,10500,2020,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,APRIL
87,496000,24000,2019,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
87,352000,57000,2014,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
87,376000,45000,2015,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
167,346000,63000,2014,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
167,351000,56000,2015,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
167,446000,24000,2019,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
167,351000,62000,2014,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
167,376000,46000,2016,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
167,426000,22000,2018,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
256,492000,12000,2020,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
256,426000,23000,2019,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
256,412000,25000,2018,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JUNE
256,462000,42000,2016,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
256,376000,33000,2017,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JULY
256,482000,15000,2020,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
168,286000,35000,2017,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
168,512000,13000,2020,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
168,252000,54000,2015,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,OCTOBER
168,276000,46000,2016,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
168,346000,27000,2018,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
168,266000,65000,2014,1,59,1,998,5,3,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
360,396000,35000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MAY
360,410000,24000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
360,426000,21000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
360,452000,14000,2020,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
360,356000,31000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,APRIL
360,351000,42000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
360,363000,23000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
360,386000,18000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JANUARY
360,292000,54000,2015,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JULY
361,505000,26000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,AUGUST
361,351000,58000,2015,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MAY
361,530000,12000,2020,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
361,586000,24000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,0VEMBER
361,396000,35000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,DECEMBER
361,449000,22000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
361,477000,16000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,MARCH
361,376000,49000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,JUNE
361,451000,21000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
387,453000,53000,2015,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JUNE
387,610000,13000,2020,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MAY
387,546000,14000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
387,432000,45000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JANUARY
387,482000,13000,2020,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MARCH
387,456000,32000,2017,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,JULY
387,560000,18000,2019,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MARCH
387,517000,26000,2018,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,DECEMBER
387,426000,42000,2016,1,82,1,1197,5,4,5,1300,1,1,1,1,1,1,1,0,1,MARCH
257,592000,17000,2019,1,82,0,1197,5,4,5,1300,1,1,1,1,1,1,1,0,0,AUGUST
